Repository Full Name,0,0,2
gravitational/teleport,14257,1474,30
GoogleCloudPlatform/microservices-demo,14039,4925,30
gitpod-io/gitpod,10632,1073,30
bridgecrewio/checkov,5512,892,30
Azure/Azure-Sentinel,3251,2272,30
GoogleCloudPlatform/professional-services,2481,1227,30
determined-ai/determined,2272,306,30
WorldHealthOrganization/app,2119,521,30
GoogleCloudPlatform/community,1814,1704,30
serverpod/serverpod,1512,122,18
Azure/Microsoft-Defender-for-Cloud,1315,584,30
google/osv.dev,1101,125,23
codeaprendiz/learn-devops,1072,167,1
GoogleCloudPlatform/kubernetes-engine-samples,1040,1099,30
GoogleCloudPlatform/cloud-foundation-fabric,942,525,30
hail-is/hail,878,227,30
GoogleCloudPlatform/cloud-foundation-toolkit,821,397,30
digital-asset/daml,754,191,30
GoogleCloudPlatform/bank-of-anthos,715,450,30
GoogleCloudPlatform/magic-modules,649,970,30
GoogleCloudPlatform/k8s-config-connector,634,126,12
edgelesssys/constellation,641,22,23
returntocorp/semgrep-rules,523,286,30
kubernetes/k8s.io,470,618,30
GoogleCloudPlatform/terraform-validator,441,96,30
alphagov/govuk-aws,401,71,30
databricks/terraform-provider-databricks,314,258,30
xUnholy/k8s-gitops,318,23,24
bacalhau-project/bacalhau,310,55,30
ine-labs/GCPGoat,265,44,4
terraform-google-modules/terraform-google-sql-db,224,373,30
GoogleCloudPlatform/gcpdiag,215,53,30
input-output-hk/hydra,199,64,28
googlecloudrobotics/core,183,53,29
cloudfoundry/bosh-bootloader,177,183,30
terraform-google-modules/terraform-docs-samples,164,129,30
praetorian-inc/trident,138,33,6
api3dao/airnode,137,66,25
GoogleCloudPlatform/vertex-pipelines-end-to-end-samples,132,52,8
convox/convox,125,50,30
interledger/rafiki,126,28,27
terraform-google-modules/terraform-google-cloud-storage,124,369,30
silverton-io/buz,119,13,9
sungchun12/airflow-toolkit,101,29,2
interuss/dss,100,74,29
terraform-google-modules/docs-examples,85,74,3
confluentinc/terraform-provider-confluent,82,40,17
ClimateImpactLab/downscaleCMIP6,83,19,9
os-autoinst/os-autoinst-distri-opensuse,73,249,30
GoogleCloudPlatform/terraform-google-conversion,71,32,26
hashicorp/field-workshops-consul,69,64,25
GoogleCloudPlatform/anthos-samples,68,101,30
GoogleCloudPlatform/rad-lab,68,69,10
terraform-google-modules/terraform-google-log-export,62,81,30
fortinet/fortigate-terraform-deploy,61,165,8
terraform-google-modules/terraform-google-cloud-nat,60,65,25
GoogleCloudPlatform/cloud-sql-proxy-operator,51,6,8
GoogleCloudPlatform/eventarc-samples,52,30,12
google/devops-governance,52,15,10
ministryofjustice/cloud-platform-infrastructure,49,27,30
2i2c-org/infrastructure,50,30,28
GoogleCloudPlatform/knfsd-cache-utils,43,12,6
GoogleCloudPlatform/serverless-spark-workshop,43,20,6
cockroachdb/terraform-provider-cockroach,42,2,10
40net-cloud/fortinet-azure-solutions,41,57,11
roleypoly/roleypoly,40,3,3
GoogleCloudPlatform/terraform-google-secure-cicd,44,25,7
google/llvm-premerge-checks,38,37,26
jenkins-x/terraform-google-jx,37,85,24
bhavink/databricks,39,29,2
SygniaLabs/ScallOps,37,9,3
nais/doc,37,51,30
databricks/terraform-databricks-lakehouse-blueprints,37,21,4
kyma-project/test-infra,34,178,30
llvm/llvm-zorg,36,48,30
castai/terraform-provider-castai,34,9,18
ubiq/shokku,34,9,1
wynsen/gcp-enterprise,32,19,1
mchmarny/s3cme,35,5,3
terraform-google-modules/terraform-google-cloud-router,34,44,20
pluralsh/plural-artifacts,31,21,27
eclipsesource/theia-cloud,31,13,7
terraform-google-modules/terraform-google-group,30,23,8
sassoftware/viya4-iac-aws,29,35,11
vmware/terraform-provider-avi,29,30,24
jimangel/kubernetes-the-easy-way,31,4,1
GoogleCloudPlatform/solutions-template,28,12,4
hashicorp/terraform-dynamic-credentials-setup-examples,34,16,4
rodalbuyeh/pyspark-k8s-boilerplate,25,8,1
spotify/terraform-google-aws-hybrid-cloud-vpn,24,15,1
hashicorp/hashicat-gcp,24,989,10
GaloyMoney/charts,26,22,20
privacysandbox/fledge-key-value-service,25,5,7
google/privacy-sandbox-aggregation-service,23,17,4
pactflow/terraform-provider-pact,22,4,2
secrethub/examples,22,11,9
kislerdm/diagramastext,21,1,2
sighupio/furyctl,26,2,19
GoogleCloudPlatform/monolith-to-microservices-example,19,11,2
mchmarny/restme,19,1,2
The-Academic-Observatory/observatory-platform,18,5,10
hashicorp/cluster-api-provider-terraform-cloud,18,0,4
HPInc/cloud_deployment_scripts,17,25,9
kiali/demos,18,35,10
CiscoDevNet/AppD-Cloud-Kickstart,16,13,5
nearform/optic,16,3,25
datacommonsorg/website,16,46,30
GaloyMoney/galoy-infra,18,13,9
cds-snc/forms-terraform,15,5,11
sassoftware/viya4-iac-gcp,15,15,6
GoogleCloudPlatform/dataplex-labs,21,5,3
F5Networks/f5-bigip-runtime-init,14,13,7
KCarretto/realm,14,1,5
kriasoft/terraform-starter-kit,14,1,1
tvories/k8s-gitops,14,1,2
GoogleCloudPlatform/devrel-demos,13,15,9
WhatsApp/whatsapp-business-api-deployment-templates,15,10,5
GoogleCloudPlatform/matching-engine-tutorial-for-image-search,12,0,1
saeed349/Quant-Trading-Cloud-Infrastructure,12,4,1
GoogleCloudPlatform/bq-utilization-alerts,13,5,1
google/iap-compute-engine-demo,12,1,1
abcxyz/lumberjack,10,4,17
starburstdata/starburst-terraform,12,4,1
GoogleCloudPlatform/cloud-hackathons,13,6,4
jetbrains-infra/terraform-aws-cognito-google-oauth-with-custom-domain,11,4,1
anitechcs/microservices-reference-application,12,9,4
abyssparanoia/rapid-go,11,0,5
SatcherInstitute/health-equity-tracker,12,17,12
gardener/gardener-extension-provider-gcp,11,66,30
GoogleCloudPlatform/terraform-google-load-balanced-vms,11,8,8
PacketFabric/terraform-provider-packetfabric,10,3,10
DNXLabs/terraform-aws-ecs-app,10,17,18
PaloAltoNetworks/terraform-google-vmseries-modules,11,21,16
metro-digital/terraform-google-cf-projectcfg,10,7,12
Silectis/multi-cloud-vpn,10,23,1
ScaleSec/gcp_threat_detection_auto_remediation,10,6,1
cloudspannerecosystem/spanner-gaming-sample,9,2,2
GoogleCloudPlatform/terraform-sample-tools,9,9,4
canada-ca/accelerators_accelerateurs-gcp,9,9,26
cloud-computer/cloud-computer,9,6,2
DragonSecSI/DCTF-2022,9,0,15
chainguard-dev/registry-redirect,13,4,1
CloudVLab/terraform-lab-foundation,9,8,3
GoogleCloudPlatform/solutions-istio-mesh-expansion-migration,7,6,2
GoogleCloudPlatform/solutions-geospatial-analytics,8,7,3
ita-social-projects/OoS-Backend,8,4,30
amplication/amplication-site,8,13,23
Armitagency/cloud-native-security-cookbook-tf,8,9,1
cldcvr/gcifi-lz,8,0,7
velascoluis/polyexpose,8,1,2
Quansight/qhub-ops,8,4,5
infrahq/terraform-provider-infra,8,0,3
Vizzuality/landgriffon,8,3,23
cscetbon/casskop,8,5,25
GoogleCloudPlatform/gke-securing-third-party-apps-blueprint,6,8,4
wandb/terraform-google-wandb,9,5,9
mscribellito/terraform-google-workload-identity-federation,7,0,1
dlorch/errors.fail,7,0,1
GoogleCloudPlatform/aactl,0,0,2
s1mark/cloud_hun,6,0,20
frealmyr/homelab,6,0,1
Worklytics/psoxy,6,7,6
Cray-HPE/sigstore-poc,6,3,3
JMGaljaard/fltk-testbed,6,63,6
GoogleCloudPlatform/guacamole-on-gcp,7,0,1
sushil46in/terraform_modules,9,14,2
GoogleCloudPlatform/terraform-ecommerce-microservices-on-gke,9,0,4
octue/octue-sdk-python,5,2,3
AJarombek/global-aws-infrastructure,5,1,1
GoogleCloudPlatform/terraform-dynamic-javascript-webapp,7,0,5
GoogleCloudPlatform/developer-journey-app,6,2,8
hashicorp/field-demos-consul-expand-team-qapla-assets,5,4,4
smsilva/kubernetes,5,3,1
knative/infra,5,5,30
antoine-amara/staticpack,5,0,1
mw866/cloudflare-gke,5,0,1
sparkfabrik/terraform-google-gke-autopilot-mastodon,5,0,1
thecloudterminal01/learn-devops,5,5,1
gbrembati/terraform-cloudguard-gke,5,6,2
onugg/onu,5,1,3
fspin-k8s/fspin-infrastructure,5,0,1
liamstevens/gcp-pca-prep,5,3,1
GoogleCloudPlatform/csa-fw-microsegmentation,5,1,1
agileguru/introtocloudandiac,8,4,1
Tyler-Cash/homelab,5,0,2
status-im/infra-nim-waku,3,4,10
HCA97/de-zoomcamp-project,4,1,1
ThalesGroup/terraform-provider-ciphertrust,4,3,2
bub3690/dotting-diffusion,4,0,1
cleibl/terraform-google-gsuite-exporter-cfn,4,1,0
nickjacques/example-gcp-iap-and-hierarchical-fw-terraform,4,1,1
identiq-protocol/edge-infrastructure,4,0,9
AndersenLab/CAENDR,4,3,6
genesys/multicloud-platform,4,5,1
shapleya/tf_gcp_iap_tunnel_ssh_demo,4,3,1
ericreeves/packer-terraform-demo,3,6,1
bacalhau-project/amplify,6,0,2
galkin/firebase-workshop-devops,4,3,1
bocan/mastodon-google-cloud,4,0,1
bcgov/workbc-jb,3,0,5
osinfra-io/github-organization-management,3,1,3
broadinstitute/terraform-ap-modules,3,0,30
google/video-exclusion-toolbox,4,0,2
broadinstitute/monster-deploy,3,1,8
snsinfu/bit4,3,2,2
DataBiosphere/data-store,3,2,21
basisai/terraform-google-vault,3,3,1
DDNStorage/exascaler-cloud-terraform,3,0,1
memes/terraform-google-f5-bigip,3,4,2
minhthinhls/Linux-Command-Line-Tools,3,0,1
eduardoocarneiro/terraform-gke,3,1,1
bamishr/terraform,3,0,1
gitrgoliveira/tfc-jit-demo,3,3,1
CoEDL/elpiscloud,3,0,5
jonathanbaraldi/devopsforlife-terraform-to-pulumi,3,3,1
inabagumi/pinkie,3,0,4
gbrayut/cloud-examples,3,1,1
OranBar/sc2-sensei,2,0,3
abcxyz/guardian,4,0,3
abcxyz/terraform-modules,2,0,6
polytomic/on-premises,2,0,4
batect/abacus,2,1,5
lacework-dev/detc-resources,2,1,2
alphagov/govuk-knowledge-graph-gcp,4,0,2
splunk/terraform-provider-synthetics,2,3,2
privacysandbox/control-plane-shared-libraries,3,0,0
datasparq-intelligent-products/houston-quickstart-python,2,0,3
extenda/tf-module-gcp-project,2,1,5
LucasPickering/beta-spray,3,0,1
Erfandarzi/medscale,1,0,1
inabagumi/graph-infra,2,0,2
duckhue01/wild-workouts,2,0,1
ninech/blackbox-exporter-cloudfunction,2,0,2
limebrew-org/limebrew-infra,2,1,2
dragondrop-cloud/terraform-google-dragondrop-compute,2,0,1
springml-code/terraform-structure,2,0,2
vyshkov/gcp-serverless,2,0,1
ubikasec/ubika-waap-extra,2,3,3
jonpulsifer/infra,2,0,2
GoogleCloudPlatform/terraform-google-cloud-ids,4,0,3
gfilicetti/gHacks,2,2,4
jswortz/bqml-vertex-matching-engine,2,0,1
GoogleCloudPlatform/terraform-vpc-pupi,2,4,1
mohammadmonjureelahi/terraform-gke-helm-wordpress,2,0,2
cloudfoundry/app-runtime-interfaces-infrastructure,2,2,9
fpgmaas/cloudrun-example-infra,2,2,0
observerio/observer-server,2,1,3
rahil-p/personal-site,2,0,1
indeni/cloudrail-knowledge,2,7,14
iganari/package-gcp,2,0,1
ineffyble/AllTheClouds,2,1,1
apstndb/image-pull-secret-controller,2,0,1
byronwhitlock-google/AutoML-Labeling-Tool,2,1,3
arquivei/template-tf-module,2,0,1
ITK13201/waseda-moodle-scheduler,2,0,3
pwolthausen/terraform,2,0,1
memes/f5-google-cloud-router-big-ip,1,0,1
Yougo007/gke-cluster,2,0,1
israelmendez232/gcp-data-lake-analytics,2,0,1
tjmaynes/home-lab,2,0,1
bruhsb/terraformation,2,0,1
kevinpz/terraform-gcp-examples,2,2,1
pdemeulenaer/databricks-gcp-terraform,2,0,1
jacobmammoliti/consul-multicloud-demo,2,0,1
devium/kink,2,1,1
sysdiglabs/terraform-google-secure-for-cloud,2,12,12
luismendezescobar/myproy,2,0,2
arueth/cloudrun-web-django-tf,2,0,1
miiaht/kekkoslovakian-joulukortti-ky,2,1,4
chainguard-dev/terraform-google-chainguard-account-association,2,7,7
harinderjits-git/sampleapppub,2,0,0
ankit-jn/terraform-aws-cognito,2,0,1
speakeasy-api/helm-charts,2,0,6
DanTulovsky/wetsnow-tf0,2,0,1
