antecedents,consequents,Support,Confidence,Lift
VERY_LOW_commiters,HIGH_RATE,0.4028436018957346,0.45698924731182794,1.0149971703452179
HIGH_RATE,VERY_LOW_commiters,0.4028436018957346,0.8947368421052632,1.0149971703452179
HIGH_RATE,VERY_LOW_commits,0.4218009478672986,0.936842105263158,1.0189365165491049
VERY_LOW_commits,HIGH_RATE,0.4218009478672986,0.4587628865979382,1.0189365165491049
VERY_LOW_forks,HIGH_RATE,0.4265402843601896,0.45226130653266333,1.004496165035705
HIGH_RATE,VERY_LOW_forks,0.4265402843601896,0.9473684210526316,1.004496165035705
VERY_LOW_stars,MEDIUM_RATE,0.44075829383886256,0.458128078817734,1.0069273399014778
MEDIUM_RATE,VERY_LOW_stars,0.44075829383886256,0.96875,1.0069273399014778
VERY_LOW_commiters,VERY_LOW_commits,0.8625592417061612,0.978494623655914,1.0642389978938034
VERY_LOW_commits,VERY_LOW_commiters,0.8625592417061612,0.9381443298969073,1.0642389978938034
VERY_LOW_commiters,VERY_LOW_forks,0.8767772511848341,0.9946236559139784,1.0546009617982384
VERY_LOW_forks,VERY_LOW_commiters,0.8767772511848341,0.9296482412060302,1.0546009617982386
VERY_LOW_commiters,VERY_LOW_stars,0.8815165876777251,1.0,1.0394088669950738
VERY_LOW_stars,VERY_LOW_commiters,0.8815165876777251,0.916256157635468,1.0394088669950738
VERY_LOW_forks,VERY_LOW_commits,0.8909952606635071,0.9447236180904522,1.027508677407657
VERY_LOW_commits,VERY_LOW_forks,0.8909952606635071,0.9690721649484536,1.027508677407657
VERY_LOW_stars,VERY_LOW_commits,0.9004739336492891,0.9359605911330049,1.0179777563353816
VERY_LOW_commits,VERY_LOW_stars,0.9004739336492891,0.9793814432989691,1.0179777563353816
VERY_LOW_stars,VERY_LOW_forks,0.9383886255924171,0.9753694581280788,1.0341857068594202
VERY_LOW_forks,VERY_LOW_stars,0.9383886255924171,0.9949748743718594,1.0341857068594202
"VERY_LOW_commiters, HIGH_RATE",VERY_LOW_commits,0.3981042654028436,0.9882352941176471,1.0748332322619771
"VERY_LOW_commiters, VERY_LOW_commits",HIGH_RATE,0.3981042654028436,0.4615384615384615,1.0251012145748988
"HIGH_RATE, VERY_LOW_commits",VERY_LOW_commiters,0.3981042654028436,0.9438202247191011,1.0706777818050017
VERY_LOW_commiters,"HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.45161290322580644,1.0706777818050017
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_commits",0.3981042654028436,0.8842105263157896,1.0251012145748988
VERY_LOW_commits,"VERY_LOW_commiters, HIGH_RATE",0.3981042654028436,0.4329896907216495,1.074833232261977
"VERY_LOW_commiters, VERY_LOW_forks",HIGH_RATE,0.4028436018957346,0.4594594594594595,1.0204836415362732
"VERY_LOW_commiters, HIGH_RATE",VERY_LOW_forks,0.4028436018957346,1.0,1.0603015075376885
"VERY_LOW_forks, HIGH_RATE",VERY_LOW_commiters,0.4028436018957346,0.9444444444444444,1.0713859020310632
VERY_LOW_commiters,"VERY_LOW_forks, HIGH_RATE",0.4028436018957346,0.45698924731182794,1.0713859020310632
VERY_LOW_forks,"VERY_LOW_commiters, HIGH_RATE",0.4028436018957346,0.4271356783919598,1.0603015075376885
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_forks",0.4028436018957346,0.8947368421052632,1.0204836415362732
"VERY_LOW_commiters, VERY_LOW_stars",HIGH_RATE,0.4028436018957346,0.45698924731182794,1.0149971703452179
"VERY_LOW_commiters, HIGH_RATE",VERY_LOW_stars,0.4028436018957346,1.0,1.0394088669950738
"VERY_LOW_stars, HIGH_RATE",VERY_LOW_commiters,0.4028436018957346,0.9340659340659341,1.0596124305801726
VERY_LOW_commiters,"VERY_LOW_stars, HIGH_RATE",0.4028436018957346,0.45698924731182794,1.0596124305801724
VERY_LOW_stars,"VERY_LOW_commiters, HIGH_RATE",0.4028436018957346,0.4187192118226601,1.0394088669950738
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_stars",0.4028436018957346,0.8947368421052632,1.0149971703452179
"VERY_LOW_forks, HIGH_RATE",VERY_LOW_commits,0.4075829383886256,0.9555555555555555,1.0392898052691868
"VERY_LOW_forks, VERY_LOW_commits",HIGH_RATE,0.4075829383886256,0.4574468085106383,1.0160134378499441
"HIGH_RATE, VERY_LOW_commits",VERY_LOW_forks,0.4075829383886256,0.9662921348314606,1.024561007283609
VERY_LOW_forks,"HIGH_RATE, VERY_LOW_commits",0.4075829383886256,0.4321608040201005,1.0245610072836089
HIGH_RATE,"VERY_LOW_forks, VERY_LOW_commits",0.4075829383886256,0.9052631578947369,1.0160134378499441
VERY_LOW_commits,"VERY_LOW_forks, HIGH_RATE",0.4075829383886256,0.443298969072165,1.0392898052691868
"VERY_LOW_stars, HIGH_RATE",VERY_LOW_commits,0.41232227488151657,0.956043956043956,1.0398210037385296
"VERY_LOW_stars, VERY_LOW_commits",HIGH_RATE,0.41232227488151657,0.45789473684210524,1.0170083102493075
"HIGH_RATE, VERY_LOW_commits",VERY_LOW_stars,0.41232227488151657,0.9775280898876404,1.016051364365971
VERY_LOW_stars,"HIGH_RATE, VERY_LOW_commits",0.41232227488151657,0.42857142857142855,1.016051364365971
HIGH_RATE,"VERY_LOW_stars, VERY_LOW_commits",0.41232227488151657,0.9157894736842105,1.0170083102493075
VERY_LOW_commits,"VERY_LOW_stars, HIGH_RATE",0.41232227488151657,0.4484536082474227,1.0398210037385296
"VERY_LOW_stars, HIGH_RATE",VERY_LOW_forks,0.4218009478672986,0.9780219780219781,1.0369981777016954
"VERY_LOW_forks, HIGH_RATE",VERY_LOW_stars,0.4218009478672986,0.9888888888888889,1.0278598795840175
VERY_LOW_stars,"VERY_LOW_forks, HIGH_RATE",0.4218009478672986,0.43842364532019706,1.0278598795840175
VERY_LOW_forks,"VERY_LOW_stars, HIGH_RATE",0.4218009478672986,0.44723618090452266,1.0369981777016954
"VERY_LOW_commiters, MEDIUM_RATE",VERY_LOW_commits,0.3791469194312796,0.9756097560975608,1.0611013326628111
"MEDIUM_RATE, VERY_LOW_commits",VERY_LOW_commiters,0.3791469194312796,0.9302325581395349,1.0552638159539884
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_commits",0.3791469194312796,0.4301075268817204,1.0552638159539884
VERY_LOW_commits,"VERY_LOW_commiters, MEDIUM_RATE",0.3791469194312796,0.41237113402061853,1.0611013326628111
"VERY_LOW_commiters, MEDIUM_RATE",VERY_LOW_forks,0.38388625592417064,0.9878048780487805,1.0473710013482045
"MEDIUM_RATE, VERY_LOW_forks",VERY_LOW_commiters,0.38388625592417064,0.9,1.020967741935484
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_forks",0.38388625592417064,0.43548387096774194,1.020967741935484
VERY_LOW_forks,"VERY_LOW_commiters, MEDIUM_RATE",0.38388625592417064,0.407035175879397,1.0473710013482045
"VERY_LOW_commiters, MEDIUM_RATE",VERY_LOW_stars,0.3886255924170616,1.0,1.0394088669950738
"VERY_LOW_stars, MEDIUM_RATE",VERY_LOW_commiters,0.3886255924170616,0.8817204301075269,1.0002312406058504
VERY_LOW_commiters,"VERY_LOW_stars, MEDIUM_RATE",0.3886255924170616,0.44086021505376344,1.0002312406058504
VERY_LOW_stars,"VERY_LOW_commiters, MEDIUM_RATE",0.3886255924170616,0.4039408866995074,1.0394088669950738
"MEDIUM_RATE, VERY_LOW_forks",VERY_LOW_commits,0.3981042654028436,0.9333333333333333,1.0151202749140895
"MEDIUM_RATE, VERY_LOW_commits",VERY_LOW_forks,0.3981042654028436,0.9767441860465117,1.0356433329437889
VERY_LOW_forks,"MEDIUM_RATE, VERY_LOW_commits",0.3981042654028436,0.4221105527638191,1.0356433329437886
VERY_LOW_commits,"MEDIUM_RATE, VERY_LOW_forks",0.3981042654028436,0.4329896907216495,1.0151202749140893
"MEDIUM_RATE, VERY_LOW_commits",VERY_LOW_stars,0.4028436018957346,0.9883720930232558,1.027322717378852
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_commits",0.4028436018957346,0.4187192118226601,1.0273227173788522
"VERY_LOW_stars, MEDIUM_RATE",VERY_LOW_forks,0.4265402843601896,0.967741935483871,1.026098233100989
"MEDIUM_RATE, VERY_LOW_forks",VERY_LOW_stars,0.4265402843601896,1.0,1.0394088669950738
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_forks",0.4265402843601896,0.4433497536945813,1.0394088669950738
VERY_LOW_forks,"VERY_LOW_stars, MEDIUM_RATE",0.4265402843601896,0.45226130653266333,1.026098233100989
"VERY_LOW_commiters, VERY_LOW_forks",VERY_LOW_commits,0.8578199052132701,0.9783783783783784,1.064112566174422
"VERY_LOW_commiters, VERY_LOW_commits",VERY_LOW_forks,0.8578199052132701,0.9945054945054944,1.0544756750786901
"VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_commiters,0.8578199052132701,0.9627659574468085,1.092169983985358
VERY_LOW_commiters,"VERY_LOW_forks, VERY_LOW_commits",0.8578199052132701,0.9731182795698925,1.092169983985358
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_commits",0.8578199052132701,0.9095477386934674,1.0544756750786901
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_forks",0.8578199052132701,0.9329896907216495,1.064112566174422
"VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_commits,0.8625592417061612,0.978494623655914,1.0642389978938034
"VERY_LOW_commiters, VERY_LOW_commits",VERY_LOW_stars,0.8625592417061612,1.0,1.0394088669950738
"VERY_LOW_stars, VERY_LOW_commits",VERY_LOW_commiters,0.8625592417061612,0.9578947368421054,1.0866440294284099
VERY_LOW_commiters,"VERY_LOW_stars, VERY_LOW_commits",0.8625592417061612,0.978494623655914,1.0866440294284099
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_commits",0.8625592417061612,0.896551724137931,1.0394088669950738
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_stars",0.8625592417061612,0.9381443298969073,1.0642389978938034
"VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_forks,0.8767772511848341,0.9946236559139784,1.0546009617982384
"VERY_LOW_commiters, VERY_LOW_forks",VERY_LOW_stars,0.8767772511848341,1.0,1.0394088669950738
"VERY_LOW_stars, VERY_LOW_forks",VERY_LOW_commiters,0.8767772511848341,0.9343434343434343,1.0599272292820678
VERY_LOW_commiters,"VERY_LOW_stars, VERY_LOW_forks",0.8767772511848341,0.9946236559139784,1.0599272292820678
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_forks",0.8767772511848341,0.9113300492610836,1.0394088669950738
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_stars",0.8767772511848341,0.9296482412060302,1.0546009617982386
"VERY_LOW_stars, VERY_LOW_forks",VERY_LOW_commits,0.8909952606635071,0.9494949494949495,1.032698115172342
"VERY_LOW_stars, VERY_LOW_commits",VERY_LOW_forks,0.8909952606635071,0.9894736842105263,1.0491404390372918
"VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_stars,0.8909952606635071,1.0,1.0394088669950738
VERY_LOW_stars,"VERY_LOW_forks, VERY_LOW_commits",0.8909952606635071,0.9261083743842364,1.0394088669950738
VERY_LOW_forks,"VERY_LOW_stars, VERY_LOW_commits",0.8909952606635071,0.9447236180904522,1.0491404390372918
VERY_LOW_commits,"VERY_LOW_stars, VERY_LOW_forks",0.8909952606635071,0.9690721649484536,1.032698115172342
"VERY_LOW_commiters, VERY_LOW_forks, HIGH_RATE",VERY_LOW_commits,0.3981042654028436,0.9882352941176471,1.0748332322619771
"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits",HIGH_RATE,0.3981042654028436,0.4640883977900553,1.0307647571968597
"VERY_LOW_commiters, HIGH_RATE, VERY_LOW_commits",VERY_LOW_forks,0.3981042654028436,1.0,1.0603015075376885
"VERY_LOW_forks, HIGH_RATE, VERY_LOW_commits",VERY_LOW_commiters,0.3981042654028436,0.9767441860465117,1.108027006751688
"VERY_LOW_commiters, VERY_LOW_forks","HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.4540540540540541,1.076465229274218
"VERY_LOW_commiters, HIGH_RATE","VERY_LOW_forks, VERY_LOW_commits",0.3981042654028436,0.9882352941176471,1.109136420525657
"VERY_LOW_commiters, VERY_LOW_commits","VERY_LOW_forks, HIGH_RATE",0.3981042654028436,0.4615384615384615,1.082051282051282
"VERY_LOW_forks, HIGH_RATE","VERY_LOW_commiters, VERY_LOW_commits",0.3981042654028436,0.9333333333333333,1.082051282051282
"VERY_LOW_forks, VERY_LOW_commits","VERY_LOW_commiters, HIGH_RATE",0.3981042654028436,0.4468085106382979,1.109136420525657
"HIGH_RATE, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_forks",0.3981042654028436,0.9438202247191011,1.076465229274218
VERY_LOW_commiters,"VERY_LOW_forks, HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.45161290322580644,1.108027006751688
VERY_LOW_forks,"VERY_LOW_commiters, HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.4221105527638191,1.0603015075376885
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits",0.3981042654028436,0.8842105263157896,1.0307647571968597
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_forks, HIGH_RATE",0.3981042654028436,0.4329896907216495,1.074833232261977
"VERY_LOW_commiters, VERY_LOW_stars, HIGH_RATE",VERY_LOW_commits,0.3981042654028436,0.9882352941176471,1.0748332322619771
"VERY_LOW_commiters, VERY_LOW_stars, VERY_LOW_commits",HIGH_RATE,0.3981042654028436,0.4615384615384615,1.0251012145748988
"VERY_LOW_commiters, HIGH_RATE, VERY_LOW_commits",VERY_LOW_stars,0.3981042654028436,1.0,1.0394088669950738
"VERY_LOW_stars, HIGH_RATE, VERY_LOW_commits",VERY_LOW_commiters,0.3981042654028436,0.9655172413793104,1.0952910641453468
"VERY_LOW_commiters, VERY_LOW_stars","HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.45161290322580644,1.0706777818050017
"VERY_LOW_commiters, HIGH_RATE","VERY_LOW_stars, VERY_LOW_commits",0.3981042654028436,0.9882352941176471,1.0974613003095977
"VERY_LOW_commiters, VERY_LOW_commits","VERY_LOW_stars, HIGH_RATE",0.3981042654028436,0.4615384615384615,1.070160608622147
"VERY_LOW_stars, HIGH_RATE","VERY_LOW_commiters, VERY_LOW_commits",0.3981042654028436,0.923076923076923,1.070160608622147
"VERY_LOW_stars, VERY_LOW_commits","VERY_LOW_commiters, HIGH_RATE",0.3981042654028436,0.4421052631578948,1.0974613003095977
"HIGH_RATE, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_stars",0.3981042654028436,0.9438202247191011,1.0706777818050017
VERY_LOW_commiters,"VERY_LOW_stars, HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.45161290322580644,1.0952910641453466
VERY_LOW_stars,"VERY_LOW_commiters, HIGH_RATE, VERY_LOW_commits",0.3981042654028436,0.41379310344827586,1.0394088669950738
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_stars, VERY_LOW_commits",0.3981042654028436,0.8842105263157896,1.0251012145748988
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_stars, HIGH_RATE",0.3981042654028436,0.4329896907216495,1.074833232261977
"VERY_LOW_commiters, VERY_LOW_stars, VERY_LOW_forks",HIGH_RATE,0.4028436018957346,0.4594594594594595,1.0204836415362732
"VERY_LOW_commiters, VERY_LOW_stars, HIGH_RATE",VERY_LOW_forks,0.4028436018957346,1.0,1.0603015075376885
"VERY_LOW_commiters, VERY_LOW_forks, HIGH_RATE",VERY_LOW_stars,0.4028436018957346,1.0,1.0394088669950738
"VERY_LOW_stars, VERY_LOW_forks, HIGH_RATE",VERY_LOW_commiters,0.4028436018957346,0.9550561797752808,1.0834239458741088
"VERY_LOW_commiters, VERY_LOW_stars","VERY_LOW_forks, HIGH_RATE",0.4028436018957346,0.45698924731182794,1.0713859020310632
"VERY_LOW_commiters, VERY_LOW_forks","VERY_LOW_stars, HIGH_RATE",0.4028436018957346,0.4594594594594595,1.0653400653400653
"VERY_LOW_commiters, HIGH_RATE","VERY_LOW_stars, VERY_LOW_forks",0.4028436018957346,1.0,1.0656565656565655
"VERY_LOW_stars, VERY_LOW_forks","VERY_LOW_commiters, HIGH_RATE",0.4028436018957346,0.4292929292929293,1.0656565656565657
"VERY_LOW_stars, HIGH_RATE","VERY_LOW_commiters, VERY_LOW_forks",0.4028436018957346,0.9340659340659341,1.0653400653400653
"VERY_LOW_forks, HIGH_RATE","VERY_LOW_commiters, VERY_LOW_stars",0.4028436018957346,0.9444444444444444,1.0713859020310632
VERY_LOW_commiters,"VERY_LOW_stars, VERY_LOW_forks, HIGH_RATE",0.4028436018957346,0.45698924731182794,1.0834239458741088
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_forks, HIGH_RATE",0.4028436018957346,0.4187192118226601,1.0394088669950738
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_stars, HIGH_RATE",0.4028436018957346,0.4271356783919598,1.0603015075376885
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_stars, VERY_LOW_forks",0.4028436018957346,0.8947368421052632,1.0204836415362732
"VERY_LOW_stars, VERY_LOW_forks, HIGH_RATE",VERY_LOW_commits,0.4075829383886256,0.9662921348314606,1.050967218811537
"VERY_LOW_stars, VERY_LOW_forks, VERY_LOW_commits",HIGH_RATE,0.4075829383886256,0.4574468085106383,1.0160134378499441
"VERY_LOW_stars, HIGH_RATE, VERY_LOW_commits",VERY_LOW_forks,0.4075829383886256,0.9885057471264368,1.04811413388783
"VERY_LOW_forks, HIGH_RATE, VERY_LOW_commits",VERY_LOW_stars,0.4075829383886256,1.0,1.0394088669950738
"VERY_LOW_stars, VERY_LOW_forks","HIGH_RATE, VERY_LOW_commits",0.4075829383886256,0.4343434343434343,1.0297355578254452
